global_step,train_loss,eval_loss,train_ppl,eval_ppl
69,3.9247615337371826,3.8566338602039547,50.64100044872225,47.30584497170566
138,2.5148439407348633,2.411860782239172,12.364679005817308,11.154698309906133
207,1.5162677764892578,1.4945966005325317,4.5551924335804905,4.457538021644799
276,1.2127550840377808,1.195122887690862,3.362736523575112,3.3039637620328874
345,1.1182411909103394,1.1169782504439354,3.0594684475082423,3.055606959927923
414,1.0787616968154907,1.0638335939082835,2.941035401746593,2.897457400330856
483,0.9857541918754578,1.007059519075685,2.6798322301566886,2.737539485801537
552,1.0016162395477295,0.9880644650095038,2.722678775354653,2.6860305316896436
621,0.8850918412208557,0.9534379496342607,2.4232069315491973,2.594614497314775
690,0.9078824520111084,0.9471506451567014,2.479067427133988,2.5783525414719852
759,0.796820878982544,0.9395752139389515,2.2184768992030457,2.5588942048391385
828,0.8075475096702576,0.9315186215357648,2.24240176880989,2.5383610618745
897,0.6816226840019226,0.9358561941319041,1.9770833121665436,2.5493953008615833
966,0.7306581139564514,0.9471414662483666,2.0764466966546005,2.5783288751189684
1035,0.5621758699417114,0.9761495139035914,1.754485883175358,2.6542165168263336
1104,0.5194628238677979,0.9881910890754726,1.6811243472297486,2.6863706693312333
1173,0.6276609301567078,0.9992128511269888,1.873223849414764,2.7161429778885915
1242,0.4440867602825165,1.010503286909726,1.5590657447387462,2.746983187852677
1311,0.4709331691265106,1.0183145567360852,1.601487955258979,2.7685246382513555
1380,0.44403931498527527,1.0676215996758804,1.558991776155813,2.9084537997379343
1449,0.4469374716281891,1.0699200313538313,1.5635165320867872,2.91514637034697
1518,0.3875018060207367,1.1251104534086254,1.4732956144190437,3.0805570881582454
1587,0.3270246386528015,1.1352450866252184,1.3868356465213445,3.111936143376997
1656,0.39076483249664307,1.168133231707745,1.47811086889468,3.2159835353796833
1725,0.30858829617500305,1.1718695697685082,1.361501719634574,3.2280220129717385
1794,0.2882232964038849,1.2009604573249817,1.3340551605869515,3.323307285213037
1863,0.2764086425304413,1.2385639548301697,1.3183865027610482,3.4506546091603103
1932,0.28207945823669434,1.230179678855671,1.3258840682114656,3.4218443141273767
2000,0.26156219840049744,1.3058626550353236,1.29895773215262,3.6908716698056927
2001,0.2766258120536804,1.3142227826433048,1.3186728472208171,3.7218571688439526
2070,0.2472711205482483,1.3035155170493655,1.2805262426960828,3.6822188433694114
2139,0.24641889333724976,1.34052718968855,1.2794354082730706,3.8210573965271726
2208,0.20765067636966705,1.351868476304743,1.2307831528066446,3.864639776623311
2277,0.2270568162202835,1.3829221895171537,1.2549011646558603,3.9865340311287008
2346,0.16499923169612885,1.3885255253149404,1.17939221257944,4.008934620376292
2415,0.18086296319961548,1.4266733669986327,1.1982509635635532,4.164821289431117
2484,0.2525274157524109,1.444504510404335,1.2872747872778794,4.239750869839758
2553,0.1347913146018982,1.4625946144676871,1.1442979611571533,4.317146339690185
2622,0.15858811140060425,1.4951504961484008,1.1718551734770555,4.460007716325944
2691,0.16267669200897217,1.5020937338057492,1.176656205831008,4.491082364348632
2760,0.1253202110528946,1.5101589566717546,1.1335113578260254,4.527450405567235
2829,0.12513373792171478,1.5111433184809155,1.1333000081200368,4.531909249036918
2898,0.14554108679294586,1.5345526470078363,1.156665257271838,4.639249683443223
2967,0.09359392523765564,1.5441183480951521,1.098113739091616,4.68384028937564
3036,0.11691705137491226,1.5709195964866214,1.1240261893965402,4.811070403579259
3105,0.08285228163003922,1.5713550293197234,1.0863813182173618,4.813165757755238
3174,0.1333005428314209,1.613358746179276,1.1425933449721846,5.019642651347238
3243,0.11324241012334824,1.6168183117277093,1.1199033759624948,5.037038507831849
3312,0.0794730857014656,1.6434096068971686,1.0827164185843687,5.172776613348878
3381,0.059840697795152664,1.6382610897223155,1.0616674071148073,5.146212924594718
3450,0.08207126706838608,1.673445824947622,1.085533169839556,5.330504171326994
3519,0.08888373523950577,1.6470066362784967,1.092953576953191,5.191416747266698
3588,0.08326561003923416,1.652726662448711,1.0868304432910818,5.221196877285866
3657,0.102719247341156,1.6847730730142858,1.108180240848301,5.3912273785477565
3726,0.12217331677675247,1.7014830925812323,1.1299499240889177,5.482071785618904
3795,0.07392928749322891,1.6951427186528842,1.0767306644797878,5.447423358660644
3864,0.09462708979845047,1.692460427681605,1.0992488575716888,5.432831362906938
3933,0.056139420717954636,1.7013700190517638,1.0577451450443267,5.481451943457834
4000,0.07219551503658295,1.7640409453047647,1.0748654758840182,5.835972656327757
4002,0.0600501112639904,1.7594113714165158,1.0618897578500899,5.809017034372129
4071,0.061632364988327026,1.7303442574209638,1.063571266810382,5.642596079679637
4140,0.05302678048610687,1.7181345868027873,1.0544578836359366,5.574120721566928
4209,0.055235620588064194,1.7652009655204084,1.0567895867267565,5.842746430685044
4278,0.06985145807266235,1.7554854282902346,1.0723488806535897,5.786255872623705
4347,0.052314359694719315,1.784659990419944,1.0537069334440186,5.9575539777513935
4416,0.06959574669599533,1.781275594400035,1.0720747039016016,5.937425336640143
4485,0.056480079889297485,1.783149684054984,1.0581055370108585,5.948563037305541
4554,0.047163352370262146,1.7803532280441787,1.0482932362789663,5.931951380153951
4623,0.0717930719256401,1.806685734126303,1.0744329907092351,6.09022930746035
4692,0.04717439040541649,1.781080265632934,1.0483048074404218,5.936265699928275
4761,0.05685029551386833,1.8241999385257561,1.0584973367338195,6.197834386447594
4830,0.04840350151062012,1.8337018500185676,1.049594082689838,6.257006338358859
4899,0.06644025444984436,1.8200630829152133,1.0686971122708395,6.172247800987428
4968,0.06043096259236336,1.8393511875636048,1.0622942569970821,6.292454313697837
5037,0.025301391258835793,1.8460693971978293,1.0256241881121022,6.334870662315965
5106,0.039819784462451935,1.8674465287476778,1.0406232208197548,6.471749855507105
5175,0.03633175045251846,1.8597424605654345,1.0369998145897346,6.422082618907118
5244,0.037772245705127716,1.8695723182625241,1.0384946843174896,6.4855220667173805
5313,0.06306878477334976,1.8557432372536924,1.065100099380616,6.39645056470479
5382,0.04050399735569954,1.868773032600681,1.041335472282483,6.480340353030479
5451,0.025285860523581505,1.8757987703300185,1.0256082595380578,6.526029837977125
5520,0.03815675899386406,1.8881074918640985,1.0388940761046956,6.606853318407882
5589,0.05066618323326111,1.8734785202476714,1.0519716688829612,6.5109053697677535
5658,0.043055687099695206,1.8847405078510444,1.043996030342922,6.584645556477906
5727,0.04105529189109802,1.8997577784789934,1.0419097131112405,6.684275170877279
5796,0.033757034689188004,1.901974296818177,1.0343332690919826,6.699107421282683
5865,0.03333858773112297,1.9068150888714526,1.0339005460240456,6.73161502504673
5934,0.03961808606982231,1.9103426614569292,1.040413349954802,6.75540321828634
6000,0.033191289752721786,1.9075684837169118,1.0337482657793098,6.736688500033191
6003,0.02722555585205555,1.9120228956970904,1.027599557719477,6.766763419306501
6072,0.03146515414118767,1.9101274532990322,1.031965415247956,6.753949556829395
6141,0.02779545821249485,1.9153135100172625,1.0281853560410756,6.789066903872699
6210,0.02018195576965809,1.9117304281228118,1.020386988436174,6.764784649800602
6279,0.026210853829979897,1.9326503251989682,1.026557379210116,6.9077939023041015
6348,0.03206148371100426,1.9302997228999932,1.0325809902646468,6.891575495056852
6417,0.024923862889409065,1.9311286877426836,1.0252370589654354,6.897290737393199
6486,0.016967492178082466,1.9247625586059358,1.017112257683671,6.853521163069346
6555,0.020582759752869606,1.9344725749558873,1.020796045575946,6.920393104023154
6624,0.01879691518843174,1.9367901898092694,1.018974689320201,6.936450510126248
6693,0.012423180043697357,1.9376116792360942,1.012500668295925,6.942151072035094
6762,0.01709764637053013,1.940702908568912,1.0172446477235708,6.963644055817744
6831,0.012936882674694061,1.9394554454419348,1.0130209261705931,6.954962582663358
6900,0.025246312841773033,1.9385511291523774,1.0255676999109744,6.948675939691844
